,Big Data,Business Cards,Content Marketing,Customer Journey,Digital Marketing,Gamification,Generation Y,Generation Z,Growth Hacking,Ideation,Millennials,Offshoring,Real Estate,ROI,Sustainability,Value Investing,Amazon,Apple,BMW,EasyJet,Facebook,IBM,McDonalds,Microsoft,Nike,Ocado,Slack,Tesco,Tesla,Uber,Walt Disney,Zoom,BBC News,Daily Mail,Disney,Economist,FT,HBO,Independent,Live Streaming,Netflix,NowTV,Telegraph,The Guardian,TikTok,Twitch,Vimeo,Youtube,ks2 maths,baking,drawing,emotional intelligence,home workout,how to buy stocks,how to code,how to make a mask,internships,learn a language,online courses,painting,sewing,supermarket jobs,volunteering,working from home,5G,Artificial Intelligence,Augmented Reality,Automation,Blockchain,Internet of Things,Machine Learning,Natural Language Processing,Robotics,Virtual Reality,Web 2.0,Cloud Computing,Computer Vision,Disruptive technologies,Digital Divide,Quantum Computing,Day
40,74.0,32.0,70.0,90.0,47.0,28.0,0.0,27.0,48.0,25.0,46.0,36.0,72.0,45.0,38.0,45.0,91.0,73.0,56.0,17.0,90.0,48.0,7.0,34.0,69.0,31.0,20.0,87.0,43.0,56.0,41.0,79.0,45.0,77.0,23.0,46.0,86.0,45.0,69.0,68.0,72.0,56.0,78.0,61.0,90.0,75.0,63.0,93.0,14.0,87.0,68.0,35.0,40.0,18.0,70.0,8.0,41.0,37.0,57.0,77.0,41.0,13.0,4.0,22.0,21.0,42.0,34.0,44.0,69.0,100.0,48.0,43.0,40.0,36.0,35.0,100.0,27.0,0.0,0.0,40.0,10/04/2020
41,77.0,30.0,37.0,31.0,53.0,0.0,55.0,85.0,0.0,26.0,50.0,37.0,67.0,37.0,14.0,47.0,90.0,80.0,51.0,14.0,92.0,29.0,7.0,30.0,64.0,30.0,16.0,78.0,41.0,53.0,58.0,80.0,44.0,81.0,23.0,68.0,93.0,60.0,66.0,53.0,73.0,65.0,79.0,67.0,92.0,87.0,49.0,91.0,7.0,89.0,69.0,43.0,52.0,27.0,77.0,5.0,32.0,36.0,51.0,75.0,36.0,10.0,2.0,12.0,17.0,30.0,31.0,39.0,56.0,16.0,59.0,44.0,38.0,44.0,0.0,44.0,28.0,0.0,0.0,27.0,11/04/2020
42,44.0,28.0,22.0,30.0,51.0,28.0,72.0,55.0,0.0,0.0,55.0,37.0,78.0,34.0,27.0,46.0,86.0,78.0,53.0,13.0,93.0,33.0,6.0,29.0,65.0,26.0,12.0,92.0,38.0,42.0,59.0,73.0,46.0,84.0,26.0,69.0,84.0,62.0,78.0,59.0,80.0,62.0,73.0,59.0,98.0,86.0,62.0,96.0,9.0,88.0,66.0,14.0,44.0,27.0,78.0,5.0,23.0,46.0,49.0,85.0,45.0,9.0,2.0,13.0,18.0,59.0,23.0,43.0,44.0,30.0,49.0,0.0,37.0,47.0,0.0,48.0,41.0,0.0,0.0,53.0,12/04/2020
43,30.0,27.0,63.0,29.0,43.0,41.0,47.0,43.0,0.0,0.0,35.0,36.0,85.0,49.0,37.0,67.0,94.0,79.0,54.0,15.0,90.0,41.0,7.0,37.0,65.0,33.0,19.0,88.0,49.0,40.0,55.0,55.0,45.0,80.0,24.0,75.0,96.0,57.0,73.0,33.0,76.0,60.0,83.0,64.0,96.0,80.0,66.0,88.0,7.0,79.0,77.0,20.0,51.0,40.0,72.0,16.0,40.0,83.0,83.0,82.0,44.0,7.0,2.0,22.0,25.0,54.0,26.0,34.0,60.0,34.0,63.0,0.0,45.0,23.0,0.0,67.0,40.0,0.0,0.0,61.0,13/04/2020
44,45.0,26.0,27.0,70.0,54.0,0.0,34.0,51.0,45.0,31.0,33.0,0.0,70.0,72.0,50.0,43.0,89.0,74.0,50.0,19.0,84.0,67.0,7.0,57.0,59.0,32.0,42.0,71.0,63.0,36.0,39.0,62.0,45.0,78.0,19.0,100.0,95.0,48.0,73.0,23.0,59.0,58.0,74.0,62.0,85.0,82.0,78.0,86.0,33.0,69.0,70.0,73.0,58.0,42.0,82.0,15.0,29.0,85.0,74.0,68.0,48.0,6.0,3.0,29.0,26.0,57.0,28.0,72.0,71.0,33.0,75.0,40.0,58.0,59.0,33.0,55.0,38.0,0.0,0.0,100.0,14/04/2020
45,38.0,34.0,82.0,43.0,41.0,27.0,58.0,31.0,0.0,48.0,47.0,35.0,65.0,55.0,65.0,44.0,92.0,92.0,49.0,18.0,83.0,67.0,8.0,60.0,58.0,32.0,47.0,66.0,63.0,38.0,42.0,70.0,44.0,79.0,18.0,81.0,96.0,57.0,68.0,26.0,58.0,66.0,75.0,55.0,84.0,84.0,67.0,86.0,31.0,69.0,68.0,40.0,48.0,40.0,78.0,13.0,25.0,63.0,74.0,64.0,44.0,11.0,3.0,34.0,15.0,53.0,36.0,74.0,83.0,43.0,78.0,41.0,41.0,32.0,34.0,61.0,61.0,0.0,53.0,64.0,15/04/2020
46,86.0,34.0,54.0,75.0,60.0,66.0,67.0,46.0,45.0,55.0,56.0,0.0,62.0,36.0,67.0,42.0,92.0,88.0,49.0,23.0,83.0,76.0,11.0,65.0,58.0,29.0,46.0,63.0,60.0,41.0,43.0,66.0,46.0,75.0,18.0,71.0,89.0,44.0,68.0,32.0,58.0,53.0,72.0,56.0,87.0,89.0,66.0,87.0,21.0,69.0,68.0,33.0,50.0,39.0,84.0,13.0,35.0,56.0,75.0,69.0,42.0,8.0,3.0,31.0,15.0,42.0,21.0,66.0,75.0,23.0,79.0,40.0,40.0,37.0,33.0,35.0,51.0,0.0,35.0,100.0,16/04/2020
47,44.0,26.0,39.0,28.0,54.0,38.0,33.0,30.0,0.0,57.0,40.0,0.0,72.0,26.0,41.0,41.0,91.0,95.0,52.0,21.0,84.0,72.0,12.0,59.0,62.0,27.0,34.0,67.0,51.0,56.0,46.0,86.0,37.0,70.0,21.0,86.0,97.0,51.0,65.0,30.0,73.0,72.0,69.0,56.0,87.0,90.0,79.0,91.0,20.0,77.0,70.0,58.0,40.0,16.0,81.0,26.0,25.0,46.0,84.0,69.0,46.0,8.0,3.0,25.0,12.0,56.0,28.0,60.0,79.0,64.0,79.0,39.0,37.0,54.0,32.0,77.0,25.0,0.0,0.0,49.0,17/04/2020
48,64.0,57.0,41.0,59.0,45.0,27.0,35.0,24.0,0.0,49.0,40.0,0.0,61.0,37.0,33.0,74.0,97.0,100.0,57.0,15.0,89.0,40.0,11.0,37.0,60.0,28.0,12.0,63.0,37.0,60.0,49.0,95.0,36.0,71.0,26.0,56.0,87.0,49.0,58.0,55.0,85.0,72.0,74.0,56.0,92.0,95.0,60.0,97.0,23.0,100.0,71.0,20.0,44.0,43.0,84.0,23.0,28.0,68.0,64.0,84.0,56.0,8.0,2.0,18.0,12.0,26.0,41.0,38.0,64.0,15.0,67.0,42.0,33.0,48.0,34.0,36.0,27.0,0.0,36.0,69.0,18/04/2020
49,54.0,41.0,51.0,41.0,62.0,29.0,37.0,39.0,0.0,39.0,42.0,0.0,71.0,52.0,27.0,47.0,92.0,96.0,58.0,12.0,89.0,51.0,9.0,37.0,65.0,23.0,13.0,61.0,51.0,39.0,54.0,71.0,39.0,77.0,21.0,60.0,94.0,51.0,65.0,46.0,77.0,61.0,71.0,52.0,100.0,94.0,55.0,92.0,28.0,87.0,61.0,36.0,49.0,36.0,71.0,17.0,28.0,62.0,75.0,80.0,47.0,8.0,2.0,13.0,12.0,46.0,23.0,41.0,79.0,31.0,62.0,66.0,48.0,44.0,36.0,33.0,0.0,0.0,0.0,55.0,19/04/2020
50,47.0,39.0,57.0,54.0,62.0,50.0,0.0,58.0,0.0,78.0,49.0,49.0,65.0,68.0,62.0,41.0,88.0,80.0,53.0,17.0,79.0,77.0,9.0,79.0,60.0,23.0,38.0,56.0,56.0,40.0,46.0,68.0,39.0,74.0,16.0,57.0,89.0,44.0,67.0,26.0,59.0,61.0,69.0,56.0,80.0,73.0,75.0,85.0,58.0,65.0,79.0,50.0,45.0,100.0,81.0,18.0,52.0,94.0,86.0,70.0,46.0,7.0,2.0,32.0,16.0,47.0,41.0,63.0,84.0,27.0,93.0,0.0,41.0,21.0,31.0,52.0,24.0,0.0,66.0,95.0,20/04/2020
51,88.0,24.0,39.0,55.0,64.0,26.0,82.0,100.0,88.0,31.0,40.0,33.0,68.0,66.0,54.0,0.0,94.0,84.0,50.0,17.0,80.0,80.0,9.0,78.0,60.0,23.0,40.0,57.0,58.0,39.0,54.0,74.0,40.0,75.0,16.0,67.0,89.0,45.0,72.0,31.0,58.0,61.0,74.0,57.0,83.0,78.0,82.0,88.0,64.0,70.0,84.0,51.0,36.0,65.0,89.0,33.0,44.0,60.0,76.0,71.0,54.0,6.0,3.0,27.0,11.0,44.0,35.0,69.0,50.0,28.0,73.0,39.0,42.0,42.0,32.0,53.0,75.0,0.0,34.0,24.0,21/04/2020
52,53.0,18.0,33.0,56.0,67.0,26.0,34.0,46.0,0.0,46.0,43.0,0.0,53.0,67.0,66.0,84.0,91.0,86.0,52.0,24.0,79.0,62.0,9.0,80.0,61.0,24.0,39.0,62.0,56.0,40.0,45.0,78.0,38.0,73.0,16.0,75.0,98.0,42.0,61.0,25.0,58.0,67.0,66.0,57.0,81.0,75.0,79.0,89.0,38.0,70.0,77.0,33.0,38.0,55.0,82.0,31.0,32.0,70.0,80.0,70.0,91.0,10.0,2.0,26.0,10.0,39.0,53.0,75.0,64.0,28.0,72.0,60.0,57.0,18.0,33.0,64.0,26.0,0.0,0.0,66.0,22/04/2020
53,71.0,41.0,25.0,63.0,44.0,50.0,80.0,68.0,0.0,67.0,37.0,32.0,61.0,77.0,55.0,41.0,90.0,83.0,50.0,18.0,77.0,59.0,15.0,77.0,63.0,25.0,41.0,60.0,51.0,41.0,36.0,80.0,36.0,71.0,15.0,71.0,92.0,32.0,62.0,28.0,55.0,59.0,63.0,53.0,85.0,82.0,59.0,88.0,60.0,63.0,79.0,76.0,38.0,40.0,84.0,37.0,42.0,45.0,66.0,68.0,62.0,10.0,3.0,31.0,11.0,69.0,10.0,70.0,68.0,31.0,51.0,58.0,52.0,59.0,31.0,76.0,24.0,0.0,100.0,48.0,23/04/2020
54,53.0,46.0,40.0,56.0,52.0,26.0,33.0,56.0,0.0,23.0,28.0,34.0,71.0,44.0,56.0,43.0,88.0,87.0,52.0,15.0,78.0,57.0,18.0,64.0,65.0,21.0,37.0,62.0,50.0,50.0,45.0,93.0,35.0,70.0,17.0,64.0,89.0,46.0,57.0,30.0,61.0,56.0,65.0,52.0,86.0,79.0,65.0,91.0,37.0,64.0,73.0,46.0,36.0,17.0,71.0,18.0,45.0,66.0,61.0,74.0,52.0,8.0,2.0,24.0,9.0,39.0,35.0,67.0,95.0,42.0,62.0,0.0,43.0,56.0,33.0,64.0,25.0,0.0,35.0,37.0,24/04/2020
55,75.0,67.0,51.0,31.0,46.0,28.0,37.0,67.0,0.0,26.0,30.0,0.0,61.0,44.0,29.0,0.0,93.0,92.0,55.0,12.0,84.0,39.0,25.0,37.0,65.0,22.0,15.0,64.0,46.0,52.0,52.0,91.0,36.0,77.0,19.0,68.0,91.0,41.0,62.0,31.0,72.0,76.0,68.0,51.0,97.0,87.0,59.0,89.0,9.0,79.0,60.0,57.0,45.0,24.0,75.0,18.0,31.0,56.0,56.0,78.0,52.0,6.0,1.0,12.0,9.0,40.0,23.0,68.0,62.0,31.0,54.0,0.0,50.0,33.0,0.0,32.0,28.0,0.0,0.0,27.0,25/04/2020
56,71.0,34.0,14.0,0.0,47.0,0.0,54.0,50.0,49.0,26.0,30.0,0.0,70.0,34.0,33.0,91.0,93.0,91.0,59.0,12.0,85.0,33.0,22.0,38.0,71.0,19.0,14.0,60.0,41.0,39.0,66.0,73.0,36.0,73.0,19.0,50.0,95.0,57.0,65.0,34.0,73.0,60.0,65.0,55.0,92.0,85.0,68.0,87.0,19.0,85.0,61.0,42.0,39.0,36.0,73.0,16.0,24.0,69.0,62.0,100.0,58.0,7.0,2.0,14.0,10.0,35.0,23.0,40.0,62.0,46.0,54.0,43.0,44.0,33.0,36.0,59.0,55.0,0.0,0.0,27.0,26/04/2020
57,67.0,36.0,19.0,27.0,50.0,38.0,32.0,49.0,0.0,30.0,54.0,33.0,59.0,69.0,63.0,82.0,89.0,86.0,53.0,16.0,77.0,80.0,24.0,73.0,61.0,21.0,39.0,56.0,49.0,38.0,52.0,72.0,39.0,74.0,16.0,72.0,91.0,45.0,71.0,18.0,60.0,71.0,71.0,54.0,80.0,100.0,69.0,88.0,43.0,69.0,83.0,69.0,47.0,26.0,93.0,17.0,28.0,63.0,90.0,74.0,56.0,10.0,2.0,27.0,11.0,65.0,31.0,58.0,46.0,34.0,68.0,77.0,56.0,33.0,0.0,52.0,61.0,0.0,34.0,32.0,27/04/2020
58,38.0,35.0,37.0,53.0,69.0,24.0,31.0,43.0,0.0,59.0,14.0,32.0,49.0,59.0,72.0,40.0,91.0,87.0,50.0,19.0,77.0,64.0,21.0,76.0,68.0,20.0,37.0,59.0,55.0,44.0,47.0,71.0,37.0,72.0,17.0,60.0,84.0,52.0,66.0,21.0,63.0,73.0,63.0,54.0,77.0,79.0,74.0,86.0,44.0,82.0,87.0,56.0,33.0,26.0,95.0,40.0,47.0,53.0,98.0,77.0,61.0,9.0,2.0,32.0,9.0,33.0,40.0,65.0,76.0,31.0,72.0,38.0,41.0,43.0,0.0,51.0,40.0,82.0,98.0,0.0,28/04/2020
59,66.0,35.0,32.0,26.0,48.0,25.0,32.0,29.0,43.0,22.0,31.0,0.0,54.0,70.0,67.0,40.0,89.0,84.0,54.0,17.0,79.0,63.0,16.0,74.0,68.0,19.0,39.0,60.0,64.0,48.0,35.0,76.0,38.0,70.0,16.0,55.0,89.0,29.0,70.0,24.0,60.0,79.0,69.0,50.0,84.0,90.0,63.0,87.0,38.0,77.0,83.0,50.0,29.0,37.0,82.0,34.0,29.0,45.0,82.0,76.0,99.0,6.0,2.0,30.0,8.0,54.0,17.0,58.0,87.0,40.0,55.0,0.0,41.0,35.0,31.0,89.0,48.0,82.0,98.0,70.0,29/04/2020
60,68.0,36.0,35.0,37.0,64.0,35.0,29.0,27.0,0.0,52.0,34.0,0.0,52.0,47.0,57.0,75.0,90.0,85.0,51.0,17.0,78.0,71.0,15.0,74.0,70.0,19.0,35.0,59.0,71.0,47.0,42.0,73.0,36.0,70.0,16.0,65.0,80.0,33.0,65.0,30.0,57.0,63.0,69.0,57.0,79.0,82.0,70.0,88.0,55.0,75.0,82.0,57.0,34.0,48.0,82.0,29.0,38.0,87.0,80.0,77.0,72.0,8.0,2.0,27.0,9.0,41.0,28.0,61.0,81.0,29.0,87.0,35.0,53.0,33.0,58.0,59.0,22.0,0.0,0.0,36.0,30/04/2020
61,43.0,40.0,26.0,45.0,51.0,100.0,33.0,49.0,0.0,30.0,53.0,0.0,67.0,60.0,56.0,41.0,91.0,86.0,55.0,19.0,79.0,58.0,30.0,66.0,70.0,16.0,35.0,54.0,100.0,68.0,44.0,94.0,33.0,69.0,18.0,75.0,85.0,38.0,63.0,25.0,64.0,58.0,60.0,48.0,85.0,95.0,77.0,89.0,42.0,75.0,78.0,56.0,33.0,26.0,83.0,34.0,29.0,58.0,62.0,73.0,65.0,8.0,2.0,23.0,8.0,54.0,24.0,56.0,58.0,54.0,63.0,77.0,58.0,27.0,63.0,38.0,49.0,0.0,33.0,24.0,01/05/2020
62,30.0,61.0,49.0,45.0,32.0,28.0,70.0,32.0,0.0,49.0,30.0,0.0,82.0,64.0,33.0,45.0,97.0,90.0,66.0,12.0,84.0,36.0,23.0,35.0,73.0,17.0,14.0,55.0,100.0,66.0,50.0,99.0,31.0,68.0,21.0,59.0,96.0,44.0,53.0,33.0,79.0,73.0,67.0,52.0,95.0,96.0,55.0,89.0,15.0,95.0,62.0,28.0,30.0,44.0,82.0,29.0,37.0,45.0,47.0,84.0,68.0,5.0,1.0,24.0,10.0,34.0,22.0,42.0,36.0,25.0,46.0,42.0,30.0,23.0,35.0,21.0,27.0,0.0,0.0,65.0,02/05/2020
63,44.0,48.0,36.0,45.0,33.0,42.0,54.0,38.0,0.0,37.0,35.0,72.0,69.0,53.0,41.0,45.0,99.0,95.0,72.0,12.0,82.0,44.0,22.0,39.0,76.0,18.0,14.0,57.0,68.0,53.0,62.0,72.0,33.0,73.0,22.0,75.0,91.0,51.0,62.0,35.0,77.0,81.0,71.0,50.0,84.0,87.0,68.0,87.0,20.0,100.0,64.0,70.0,39.0,70.0,84.0,31.0,15.0,50.0,70.0,92.0,72.0,6.0,2.0,14.0,10.0,42.0,11.0,30.0,36.0,25.0,57.0,0.0,37.0,43.0,0.0,58.0,27.0,0.0,0.0,27.0,03/05/2020
64,82.0,31.0,38.0,40.0,50.0,50.0,32.0,36.0,0.0,44.0,27.0,0.0,62.0,61.0,53.0,40.0,89.0,85.0,57.0,17.0,75.0,63.0,17.0,68.0,68.0,19.0,37.0,53.0,65.0,43.0,40.0,62.0,36.0,71.0,18.0,65.0,90.0,33.0,69.0,24.0,55.0,72.0,69.0,51.0,76.0,82.0,78.0,84.0,43.0,67.0,80.0,43.0,29.0,26.0,100.0,31.0,41.0,54.0,75.0,74.0,52.0,7.0,2.0,26.0,10.0,38.0,54.0,67.0,84.0,20.0,100.0,76.0,49.0,44.0,31.0,66.0,24.0,0.0,0.0,71.0,04/05/2020
65,48.0,50.0,42.0,51.0,50.0,47.0,45.0,46.0,0.0,52.0,39.0,0.0,67.0,60.0,54.0,0.0,90.0,87.0,59.0,18.0,76.0,61.0,30.0,69.0,65.0,19.0,35.0,55.0,70.0,44.0,45.0,65.0,35.0,70.0,15.0,62.0,89.0,32.0,72.0,20.0,55.0,60.0,69.0,51.0,78.0,87.0,70.0,81.0,47.0,72.0,77.0,100.0,33.0,22.0,89.0,22.0,42.0,38.0,78.0,79.0,59.0,7.0,2.0,25.0,9.0,76.0,35.0,76.0,55.0,44.0,69.0,36.0,36.0,42.0,0.0,58.0,0.0,0.0,31.0,37.0,05/05/2020
66,68.0,42.0,45.0,27.0,78.0,38.0,65.0,40.0,44.0,30.0,35.0,100.0,77.0,68.0,49.0,0.0,86.0,85.0,60.0,18.0,74.0,81.0,17.0,69.0,67.0,20.0,36.0,58.0,63.0,46.0,47.0,69.0,35.0,73.0,15.0,34.0,88.0,37.0,68.0,17.0,50.0,68.0,71.0,52.0,87.0,83.0,81.0,82.0,37.0,67.0,72.0,95.0,34.0,16.0,86.0,18.0,50.0,50.0,66.0,70.0,67.0,8.0,2.0,28.0,7.0,48.0,45.0,77.0,89.0,69.0,75.0,0.0,45.0,45.0,81.0,82.0,25.0,0.0,0.0,32.0,06/05/2020
67,56.0,26.0,33.0,56.0,70.0,26.0,66.0,40.0,0.0,31.0,35.0,33.0,80.0,64.0,68.0,83.0,81.0,77.0,55.0,18.0,76.0,78.0,12.0,64.0,64.0,19.0,33.0,59.0,66.0,51.0,33.0,72.0,36.0,71.0,15.0,70.0,92.0,33.0,63.0,22.0,52.0,42.0,74.0,51.0,74.0,88.0,67.0,83.0,39.0,66.0,72.0,45.0,28.0,38.0,83.0,19.0,49.0,28.0,72.0,68.0,49.0,8.0,2.0,20.0,7.0,39.0,10.0,91.0,77.0,41.0,75.0,0.0,31.0,24.0,32.0,58.0,33.0,0.0,34.0,24.0,07/05/2020
68,77.0,54.0,21.0,39.0,57.0,55.0,0.0,40.0,0.0,25.0,27.0,0.0,78.0,45.0,37.0,89.0,81.0,78.0,59.0,11.0,82.0,38.0,14.0,39.0,78.0,15.0,15.0,64.0,62.0,56.0,44.0,68.0,33.0,70.0,17.0,64.0,87.0,44.0,59.0,30.0,58.0,61.0,69.0,53.0,82.0,88.0,48.0,87.0,17.0,83.0,61.0,27.0,25.0,41.0,72.0,10.0,34.0,25.0,48.0,73.0,46.0,3.0,1.0,19.0,7.0,65.0,19.0,74.0,64.0,30.0,87.0,63.0,52.0,39.0,0.0,68.0,40.0,0.0,37.0,53.0,08/05/2020
69,31.0,63.0,72.0,0.0,61.0,0.0,37.0,17.0,0.0,26.0,30.0,0.0,87.0,56.0,26.0,0.0,85.0,85.0,64.0,12.0,82.0,37.0,14.0,30.0,72.0,16.0,14.0,57.0,62.0,60.0,53.0,76.0,32.0,70.0,18.0,69.0,100.0,44.0,59.0,31.0,66.0,60.0,69.0,51.0,75.0,91.0,41.0,86.0,9.0,69.0,55.0,64.0,22.0,27.0,69.0,14.0,33.0,38.0,44.0,74.0,48.0,6.0,1.0,17.0,7.0,56.0,17.0,62.0,59.0,25.0,47.0,88.0,34.0,30.0,36.0,27.0,42.0,0.0,37.0,27.0,09/05/2020
70,50.0,44.0,74.0,57.0,50.0,26.0,67.0,36.0,0.0,24.0,62.0,34.0,78.0,56.0,35.0,0.0,86.0,88.0,61.0,13.0,83.0,34.0,13.0,37.0,70.0,17.0,14.0,55.0,58.0,44.0,61.0,61.0,45.0,70.0,20.0,55.0,90.0,44.0,63.0,38.0,72.0,65.0,70.0,61.0,72.0,83.0,59.0,84.0,25.0,89.0,62.0,53.0,21.0,44.0,79.0,20.0,31.0,66.0,61.0,81.0,63.0,6.0,1.0,23.0,7.0,48.0,11.0,59.0,68.0,24.0,73.0,0.0,58.0,50.0,100.0,75.0,39.0,0.0,0.0,0.0,10/05/2020
71,77.0,59.0,19.0,62.0,74.0,41.0,32.0,43.0,0.0,0.0,33.0,0.0,77.0,67.0,64.0,100.0,87.0,81.0,58.0,22.0,77.0,77.0,26.0,70.0,62.0,19.0,34.0,53.0,62.0,46.0,43.0,57.0,42.0,70.0,15.0,72.0,87.0,42.0,75.0,21.0,50.0,61.0,68.0,57.0,67.0,76.0,72.0,83.0,54.0,63.0,77.0,49.0,28.0,21.0,79.0,67.0,47.0,40.0,68.0,74.0,62.0,10.0,2.0,34.0,9.0,60.0,40.0,70.0,64.0,57.0,77.0,38.0,51.0,26.0,0.0,46.0,48.0,0.0,33.0,39.0,11/05/2020
72,79.0,58.0,77.0,54.0,72.0,51.0,65.0,49.0,0.0,30.0,34.0,0.0,78.0,69.0,73.0,41.0,85.0,82.0,59.0,22.0,76.0,80.0,39.0,65.0,64.0,16.0,37.0,51.0,59.0,52.0,41.0,63.0,36.0,68.0,15.0,74.0,85.0,36.0,70.0,16.0,52.0,52.0,66.0,54.0,69.0,79.0,74.0,82.0,40.0,67.0,100.0,63.0,28.0,37.0,89.0,100.0,42.0,59.0,74.0,77.0,71.0,8.0,2.0,47.0,7.0,45.0,31.0,76.0,78.0,61.0,74.0,0.0,36.0,39.0,0.0,33.0,49.0,0.0,0.0,24.0,12/05/2020
73,55.0,58.0,76.0,80.0,66.0,62.0,64.0,37.0,64.0,45.0,41.0,32.0,81.0,64.0,59.0,40.0,84.0,77.0,63.0,17.0,74.0,60.0,49.0,70.0,61.0,17.0,38.0,51.0,63.0,74.0,33.0,67.0,32.0,68.0,14.0,57.0,91.0,41.0,68.0,15.0,51.0,48.0,71.0,51.0,72.0,77.0,72.0,80.0,51.0,63.0,75.0,38.0,23.0,16.0,77.0,71.0,47.0,45.0,72.0,75.0,100.0,8.0,2.0,46.0,7.0,33.0,40.0,59.0,81.0,27.0,55.0,38.0,36.0,47.0,0.0,35.0,36.0,0.0,44.0,47.0,13/05/2020
74,63.0,49.0,26.0,27.0,70.0,25.0,32.0,64.0,0.0,45.0,44.0,0.0,73.0,58.0,61.0,41.0,82.0,77.0,63.0,16.0,77.0,59.0,38.0,64.0,65.0,16.0,38.0,48.0,61.0,65.0,44.0,66.0,31.0,67.0,14.0,66.0,90.0,35.0,63.0,28.0,48.0,51.0,63.0,52.0,74.0,83.0,66.0,87.0,35.0,61.0,70.0,70.0,18.0,37.0,83.0,48.0,28.0,14.0,71.0,88.0,77.0,9.0,2.0,45.0,8.0,48.0,44.0,75.0,49.0,41.0,96.0,39.0,75.0,18.0,0.0,57.0,41.0,85.0,67.0,36.0,14/05/2020
75,72.0,45.0,20.0,92.0,58.0,51.0,66.0,60.0,0.0,61.0,37.0,0.0,75.0,53.0,57.0,62.0,83.0,79.0,64.0,12.0,75.0,41.0,34.0,61.0,72.0,13.0,38.0,49.0,57.0,78.0,35.0,77.0,30.0,70.0,15.0,69.0,95.0,36.0,55.0,28.0,60.0,62.0,65.0,47.0,79.0,89.0,70.0,85.0,34.0,68.0,70.0,51.0,27.0,24.0,76.0,35.0,31.0,32.0,53.0,67.0,57.0,7.0,1.0,43.0,8.0,29.0,28.0,82.0,93.0,51.0,55.0,79.0,40.0,45.0,32.0,53.0,38.0,0.0,34.0,24.0,15/05/2020
76,52.0,82.0,71.0,30.0,61.0,28.0,36.0,27.0,0.0,74.0,35.0,36.0,81.0,38.0,30.0,45.0,88.0,89.0,71.0,13.0,80.0,36.0,35.0,34.0,73.0,13.0,15.0,52.0,49.0,77.0,33.0,75.0,30.0,68.0,18.0,46.0,88.0,39.0,58.0,40.0,71.0,61.0,66.0,49.0,82.0,88.0,56.0,84.0,9.0,81.0,53.0,49.0,23.0,35.0,63.0,25.0,43.0,35.0,55.0,75.0,63.0,4.0,1.0,29.0,9.0,66.0,15.0,42.0,91.0,15.0,51.0,0.0,49.0,30.0,0.0,47.0,27.0,0.0,0.0,66.0,16/05/2020
77,49.0,56.0,64.0,0.0,52.0,47.0,73.0,49.0,0.0,38.0,41.0,0.0,79.0,67.0,35.0,92.0,91.0,86.0,74.0,14.0,89.0,44.0,28.0,36.0,81.0,13.0,16.0,52.0,44.0,61.0,46.0,80.0,30.0,68.0,18.0,50.0,96.0,44.0,65.0,36.0,69.0,65.0,66.0,49.0,86.0,82.0,57.0,83.0,27.0,85.0,58.0,35.0,19.0,18.0,78.0,26.0,43.0,35.0,59.0,78.0,64.0,5.0,1.0,26.0,11.0,19.0,31.0,57.0,40.0,35.0,58.0,87.0,50.0,67.0,36.0,53.0,42.0,0.0,0.0,40.0,17/05/2020
78,48.0,44.0,38.0,64.0,55.0,42.0,0.0,15.0,44.0,38.0,39.0,0.0,73.0,58.0,60.0,0.0,85.0,77.0,68.0,20.0,81.0,88.0,28.0,72.0,69.0,15.0,40.0,50.0,54.0,51.0,42.0,57.0,33.0,69.0,14.0,47.0,89.0,48.0,72.0,20.0,51.0,55.0,78.0,47.0,77.0,80.0,74.0,81.0,40.0,58.0,73.0,63.0,25.0,24.0,88.0,28.0,39.0,50.0,60.0,70.0,54.0,8.0,2.0,37.0,7.0,43.0,31.0,76.0,43.0,32.0,50.0,39.0,42.0,54.0,32.0,36.0,37.0,0.0,0.0,24.0,18/05/2020
79,40.0,52.0,84.0,73.0,69.0,25.0,32.0,40.0,0.0,61.0,49.0,0.0,77.0,43.0,65.0,41.0,85.0,78.0,66.0,58.0,76.0,54.0,28.0,69.0,70.0,13.0,40.0,49.0,50.0,50.0,31.0,57.0,32.0,67.0,13.0,61.0,91.0,42.0,73.0,23.0,48.0,51.0,72.0,46.0,77.0,78.0,56.0,81.0,43.0,57.0,72.0,70.0,26.0,16.0,84.0,21.0,50.0,37.0,64.0,69.0,53.0,7.0,2.0,45.0,9.0,27.0,34.0,56.0,66.0,23.0,56.0,58.0,39.0,21.0,0.0,63.0,50.0,85.0,51.0,32.0,19/05/2020
80,78.0,51.0,47.0,47.0,52.0,26.0,34.0,36.0,45.0,47.0,44.0,0.0,82.0,47.0,61.0,43.0,83.0,75.0,67.0,28.0,76.0,64.0,67.0,65.0,70.0,16.0,37.0,51.0,50.0,52.0,38.0,56.0,33.0,69.0,12.0,45.0,95.0,53.0,68.0,17.0,45.0,42.0,68.0,52.0,73.0,83.0,65.0,81.0,27.0,55.0,69.0,99.0,24.0,33.0,85.0,15.0,28.0,36.0,63.0,64.0,75.0,8.0,2.0,43.0,6.0,87.0,27.0,73.0,58.0,28.0,92.0,40.0,38.0,34.0,33.0,40.0,39.0,89.0,35.0,50.0,20/05/2020
